[front_panel]
mode=T2 - R2
output=5 dB
gain=10 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2730
units=0

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Frequency [MHz]	FFT	
5,334E+00	1,680E-01	
5,341E+00	7,607E-01	
5,347E+00	1,190E+00	
5,353E+00	8,121E-01	
5,359E+00	2,032E-01	
5,365E+00	9,693E-01	
5,371E+00	1,043E+00	
5,377E+00	5,758E-01	
5,383E+00	2,132E-01	
5,389E+00	1,016E+00	
5,396E+00	4,786E-01	
5,402E+00	5,101E-02	
5,408E+00	9,928E-01	
5,414E+00	1,291E+00	
5,420E+00	1,500E-01	
5,426E+00	1,365E-01	
5,432E+00	8,948E-01	
5,438E+00	6,379E-01	
5,444E+00	5,766E-01	
5,450E+00	1,086E+00	
5,457E+00	8,277E-01	
5,463E+00	4,913E-01	
5,469E+00	7,229E-01	
5,475E+00	1,186E+00	
5,481E+00	3,473E-01	
5,487E+00	1,529E-01	
5,493E+00	8,415E-01	
5,499E+00	5,384E-01	
5,505E+00	4,288E-01	
5,511E+00	9,164E-01	
5,518E+00	1,308E+00	
5,524E+00	5,530E-01	
5,530E+00	4,064E-01	
5,536E+00	9,134E-01	
5,542E+00	4,396E-01	
5,548E+00	3,548E-02	
5,554E+00	8,490E-01	
5,560E+00	8,021E-01	
5,566E+00	1,741E-01	
5,573E+00	7,308E-01	
5,579E+00	1,363E+00	
5,585E+00	6,506E-01	
5,591E+00	3,965E-01	
5,597E+00	7,738E-01	
5,603E+00	6,173E-01	
5,609E+00	1,259E-01	
5,615E+00	7,775E-01	
5,621E+00	1,102E+00	
5,627E+00	7,433E-01	
5,634E+00	7,832E-01	
5,640E+00	1,091E+00	
5,646E+00	6,017E-01	
5,652E+00	1,670E-01	
5,658E+00	1,009E+00	
5,664E+00	1,045E+00	
5,670E+00	5,516E-01	
5,676E+00	3,544E-01	
5,682E+00	7,238E-01	
5,688E+00	3,072E-01	
5,695E+00	4,612E-01	
5,701E+00	1,177E+00	
5,707E+00	7,933E-01	
5,713E+00	2,792E-01	
5,719E+00	3,880E-01	
5,725E+00	1,089E+00	
5,731E+00	4,994E-01	
5,737E+00	3,461E-01	
5,743E+00	8,107E-01	
5,750E+00	1,065E+00	
5,756E+00	3,622E-01	
5,762E+00	3,770E-01	
5,768E+00	6,847E-01	
5,774E+00	3,741E-01	
5,780E+00	2,424E-01	
5,786E+00	7,164E-01	
5,792E+00	6,224E-01	
5,798E+00	2,631E-01	
5,804E+00	1,113E+00	
5,811E+00	1,309E+00	
5,817E+00	8,509E-01	
5,823E+00	2,926E-01	
5,829E+00	7,169E-01	
5,835E+00	4,624E-01	
5,841E+00	4,676E-01	
5,847E+00	8,619E-01	
5,853E+00	8,116E-01	
5,859E+00	5,197E-01	
5,865E+00	8,041E-01	
5,872E+00	1,021E+00	
5,878E+00	5,000E-01	
5,884E+00	4,443E-01	
5,890E+00	1,044E+00	
5,896E+00	5,984E-01	
5,902E+00	5,305E-01	
5,908E+00	6,396E-01	
5,914E+00	9,763E-01	
5,920E+00	7,188E-01	
5,927E+00	5,973E-01	
5,933E+00	6,731E-01	
5,939E+00	1,055E+00	
5,945E+00	7,148E-01	
5,951E+00	6,390E-01	
5,957E+00	1,023E+00	
5,963E+00	9,667E-01	
5,969E+00	2,827E-01	
5,975E+00	4,041E-01	
5,981E+00	8,432E-01	
5,988E+00	7,372E-01	
5,994E+00	9,840E-01	
6,000E+00	1,115E+00	
6,006E+00	5,311E-01	
6,012E+00	4,664E-01	
6,018E+00	1,192E+00	
6,024E+00	1,340E+00	
6,030E+00	6,321E-01	
6,036E+00	5,653E-01	
6,042E+00	9,383E-01	
6,049E+00	3,757E-01	
6,055E+00	6,110E-01	
6,061E+00	9,865E-01	
6,067E+00	8,413E-01	
6,073E+00	5,446E-01	
6,079E+00	6,782E-01	
6,085E+00	9,040E-01	
6,091E+00	3,584E-01	
6,097E+00	2,054E-01	
6,104E+00	8,167E-01	
6,110E+00	9,386E-01	
6,116E+00	3,089E-01	
6,122E+00	8,667E-01	
6,128E+00	1,037E+00	
6,134E+00	5,064E-01	
6,140E+00	4,608E-01	
6,146E+00	9,535E-01	
6,152E+00	8,926E-01	
6,158E+00	3,861E-01	
6,165E+00	7,314E-01	
6,171E+00	7,050E-01	
6,177E+00	6,884E-01	
6,183E+00	3,987E-01	
6,189E+00	5,721E-01	
6,195E+00	2,989E-01	
6,201E+00	4,741E-01	
6,207E+00	7,925E-01	
6,213E+00	1,081E+00	
6,219E+00	7,186E-01	
6,226E+00	2,251E-01	
6,232E+00	5,543E-01	
6,238E+00	6,929E-01	
6,244E+00	7,211E-01	
6,250E+00	1,004E+00	
6,256E+00	1,131E+00	
6,262E+00	6,730E-01	
6,268E+00	3,973E-01	
6,274E+00	7,800E-01	
6,281E+00	7,070E-01	
6,287E+00	2,863E-01	
6,293E+00	3,718E-01	
6,299E+00	4,827E-01	
6,305E+00	4,232E-01	
6,311E+00	5,074E-01	
6,317E+00	5,128E-01	
6,323E+00	4,244E-01	
6,329E+00	2,231E-01	
6,335E+00	6,210E-01	
6,342E+00	8,354E-01	
6,348E+00	3,564E-01	
6,354E+00	5,752E-01	
6,360E+00	8,627E-01	
6,366E+00	6,929E-01	
6,372E+00	1,049E-01	
6,378E+00	3,355E-01	
6,384E+00	7,894E-01	
6,390E+00	4,293E-01	
6,396E+00	3,546E-01	
6,403E+00	6,194E-01	
6,409E+00	7,186E-01	
6,415E+00	7,398E-01	
6,421E+00	9,915E-01	
6,427E+00	1,033E+00	
6,433E+00	5,220E-01	
6,439E+00	6,573E-01	
6,445E+00	5,480E-01	
6,451E+00	4,959E-01	
6,458E+00	5,729E-02	
6,464E+00	5,787E-01	
6,470E+00	6,165E-01	
6,476E+00	4,003E-01	
6,482E+00	3,706E-01	
6,488E+00	5,318E-01	
6,494E+00	4,843E-01	
6,500E+00	3,147E-01	
6,506E+00	5,236E-01	
6,512E+00	4,751E-01	
6,519E+00	1,198E-01	
6,525E+00	3,390E-01	
6,531E+00	4,474E-01	
6,537E+00	4,582E-01	
6,543E+00	5,528E-01	
6,549E+00	2,588E-01	
6,555E+00	7,240E-01	
6,561E+00	2,751E-01	
6,567E+00	3,869E-01	
6,573E+00	4,918E-01	
6,580E+00	3,607E-01	
6,586E+00	4,079E-01	
6,592E+00	2,884E-01	
6,598E+00	6,400E-01	
6,604E+00	8,124E-01	
6,610E+00	8,135E-01	
6,616E+00	3,620E-01	
6,622E+00	2,463E-01	
6,628E+00	3,601E-01	
6,635E+00	4,763E-01	
6,641E+00	4,090E-01	
6,647E+00	4,047E-01	
6,653E+00	8,475E-01	
6,659E+00	8,668E-01	
6,665E+00	6,337E-01	
6,671E+00	3,164E-01	
6,677E+00	2,790E-01	
6,683E+00	3,012E-01	
6,689E+00	1,538E-01	
6,696E+00	6,301E-01	
6,702E+00	3,586E-01	
6,708E+00	7,008E-01	
6,714E+00	5,756E-01	
6,720E+00	5,586E-01	
6,726E+00	1,759E-01	
6,732E+00	3,736E-01	
6,738E+00	7,926E-01	
6,744E+00	8,882E-01	
6,750E+00	4,275E-01	
6,757E+00	3,738E-01	
6,763E+00	4,364E-01	
6,769E+00	6,155E-01	
6,775E+00	3,650E-01	
6,781E+00	3,130E-01	
6,787E+00	2,984E-01	
6,793E+00	2,931E-01	
6,799E+00	1,133E-01	
6,805E+00	4,455E-01	
6,812E+00	6,493E-01	
6,818E+00	3,641E-01	
6,824E+00	4,530E-01	
6,830E+00	8,047E-01	
6,836E+00	4,280E-01	
6,842E+00	1,373E-01	
6,848E+00	6,724E-02	
6,854E+00	1,247E-01	
6,860E+00	4,509E-01	
6,866E+00	3,883E-01	
6,873E+00	5,403E-01	
6,879E+00	3,436E-01	
6,885E+00	2,982E-01	
6,891E+00	2,045E-01	
6,897E+00	2,014E-01	
6,903E+00	3,323E-01	
6,909E+00	3,295E-01	
6,915E+00	6,118E-01	
6,921E+00	1,045E-01	
6,927E+00	1,435E-01	
6,934E+00	3,905E-01	
6,940E+00	5,780E-01	
6,946E+00	4,766E-01	
6,952E+00	3,840E-01	
6,958E+00	4,997E-01	
6,964E+00	3,486E-01	
6,970E+00	1,190E-01	
6,976E+00	2,021E-01	
6,982E+00	4,199E-01	
6,989E+00	1,270E-01	
6,995E+00	3,040E-01	
7,001E+00	8,971E-01	
7,007E+00	6,833E-01	
7,013E+00	1,960E-01	
7,019E+00	3,024E-01	
7,025E+00	3,554E-01	
7,031E+00	1,997E-01	
7,037E+00	4,163E-01	
7,043E+00	6,858E-01	
7,050E+00	1,553E-01	
7,056E+00	1,719E-01	
7,062E+00	6,618E-01	
7,068E+00	3,378E-01	
7,074E+00	3,459E-01	
7,080E+00	5,426E-01	
7,086E+00	5,446E-01	
7,092E+00	2,344E-01	
7,098E+00	1,621E-01	
7,104E+00	8,769E-01	
7,111E+00	5,812E-01	
7,117E+00	3,396E-01	
7,123E+00	4,300E-01	
7,129E+00	6,323E-02	
7,135E+00	2,368E-01	
7,141E+00	3,152E-01	
7,147E+00	4,122E-01	
7,153E+00	2,879E-01	
7,159E+00	5,018E-01	
7,166E+00	7,996E-01	
7,172E+00	1,729E-01	
7,178E+00	8,062E-01	
7,184E+00	2,736E-01	
7,190E+00	1,987E-01	
7,196E+00	4,717E-01	
7,202E+00	4,173E-01	
7,208E+00	5,677E-01	
7,214E+00	3,605E-01	
7,220E+00	3,549E-01	
7,227E+00	4,985E-01	
7,233E+00	1,490E-01	
7,239E+00	4,193E-01	
7,245E+00	1,963E-01	
7,251E+00	2,399E-01	
7,257E+00	6,992E-01	
7,263E+00	4,481E-01	
7,269E+00	1,988E-01	
7,275E+00	1,938E-01	
7,281E+00	1,183E-01	
7,288E+00	2,974E-01	
7,294E+00	1,633E-01	
7,300E+00	1,679E-01	
7,306E+00	3,959E-01	
7,312E+00	4,646E-01	
7,318E+00	1,635E-01	
7,324E+00	2,784E-01	
7,330E+00	2,728E-01	
7,336E+00	3,850E-01	
7,343E+00	7,794E-02	
7,349E+00	3,335E-01	
7,355E+00	8,904E-02	
7,361E+00	3,289E-01	
7,367E+00	4,457E-01	
7,373E+00	1,740E-01	
7,379E+00	3,201E-01	
7,385E+00	1,215E-01	
7,391E+00	1,329E-01	
7,397E+00	3,806E-01	
7,404E+00	3,090E-01	
7,410E+00	3,403E-01	
7,416E+00	3,452E-01	
7,422E+00	5,246E-01	
7,428E+00	3,286E-01	
7,434E+00	4,162E-01	
7,440E+00	3,248E-01	
7,446E+00	2,792E-01	
7,452E+00	3,050E-01	
7,458E+00	1,433E-01	
7,465E+00	3,496E-01	
7,471E+00	2,940E-01	
7,477E+00	3,120E-01	
7,483E+00	1,691E-01	
7,489E+00	2,555E-01	
7,495E+00	2,855E-01	
7,501E+00	7,170E-01	
7,507E+00	4,822E-01	
7,513E+00	2,810E-01	
7,520E+00	2,996E-01	
7,526E+00	4,251E-01	
7,532E+00	3,286E-01	
7,538E+00	2,775E-01	
7,544E+00	5,441E-01	
7,550E+00	3,772E-01	
7,556E+00	1,403E-01	
7,562E+00	5,198E-01	
7,568E+00	3,282E-01	
7,574E+00	6,907E-01	
7,581E+00	4,761E-01	
7,587E+00	1,758E-01	
7,593E+00	2,832E-01	
7,599E+00	3,237E-01	
7,605E+00	2,656E-01	
7,611E+00	2,676E-01	
7,617E+00	6,843E-01	
7,623E+00	6,131E-02	
7,629E+00	4,015E-01	
7,635E+00	5,038E-01	
7,642E+00	6,767E-01	
7,648E+00	4,757E-01	
7,654E+00	2,283E-01	
7,660E+00	4,209E-01	
7,666E+00	1,154E-01	
7,672E+00	3,814E-01	
7,678E+00	7,864E-01	
7,684E+00	1,778E-01	
7,690E+00	2,315E-01	
7,697E+00	5,857E-01	
7,703E+00	8,196E-01	
7,709E+00	2,102E-01	
7,715E+00	2,354E-01	
7,721E+00	3,456E-01	
7,727E+00	7,507E-01	
7,733E+00	1,053E-01	
7,739E+00	3,940E-01	
7,745E+00	4,052E-01	
7,751E+00	3,281E-01	
7,758E+00	5,384E-01	
7,764E+00	4,873E-01	
7,770E+00	6,928E-01	
7,776E+00	3,734E-01	
7,782E+00	2,752E-01	
7,788E+00	6,154E-01	
7,794E+00	2,769E-01	
7,800E+00	7,424E-01	
7,806E+00	7,707E-01	
7,813E+00	2,097E-01	
7,819E+00	1,829E-01	
7,825E+00	5,122E-01	
7,831E+00	4,431E-01	
7,837E+00	4,157E-01	
7,843E+00	4,311E-01	
7,849E+00	1,822E-01	
7,855E+00	2,748E-01	
7,861E+00	4,589E-01	
7,867E+00	6,540E-01	
7,874E+00	6,510E-01	
7,880E+00	6,065E-01	
7,886E+00	2,481E-01	
7,892E+00	1,623E-01	
7,898E+00	4,917E-01	
7,904E+00	3,315E-01	
7,910E+00	7,052E-01	
7,916E+00	2,810E-01	
7,922E+00	3,208E-01	
7,928E+00	3,615E-01	
7,935E+00	5,450E-01	
7,941E+00	6,406E-01	
7,947E+00	6,933E-02	
7,953E+00	5,540E-01	
7,959E+00	3,982E-01	
7,965E+00	2,476E-01	
7,971E+00	5,888E-01	
7,977E+00	6,994E-01	
7,983E+00	1,569E-01	
7,990E+00	4,322E-01	
7,996E+00	5,201E-01	
8,002E+00	7,140E-01	
8,008E+00	4,897E-01	
8,014E+00	2,250E-01	
8,020E+00	3,963E-01	
8,026E+00	4,780E-01	
8,032E+00	2,038E-01	
8,038E+00	5,859E-01	
8,044E+00	4,402E-01	
8,051E+00	3,082E-01	
8,057E+00	4,001E-01	
8,063E+00	5,459E-01	
8,069E+00	3,568E-01	
8,075E+00	2,501E-01	
8,081E+00	3,814E-01	
8,087E+00	5,964E-01	
8,093E+00	2,671E-01	
8,099E+00	4,689E-01	
8,105E+00	6,822E-01	
8,112E+00	6,451E-02	
8,118E+00	4,793E-01	
8,124E+00	4,791E-01	
8,130E+00	5,872E-01	
8,136E+00	4,331E-01	
8,142E+00	3,031E-01	
8,148E+00	1,689E-01	
8,154E+00	2,537E-01	
8,160E+00	4,154E-01	
8,167E+00	6,244E-01	
8,173E+00	3,087E-01	
8,179E+00	2,937E-01	
8,185E+00	4,082E-01	
8,191E+00	3,471E-01	
8,197E+00	3,437E-01	
8,203E+00	3,060E-01	
8,209E+00	2,475E-01	
8,215E+00	5,572E-01	
8,221E+00	9,730E-02	
8,228E+00	7,810E-01	
8,234E+00	4,911E-01	
8,240E+00	1,851E-01	
8,246E+00	4,120E-01	
8,252E+00	3,565E-01	
8,258E+00	5,033E-01	
8,264E+00	3,113E-01	
8,270E+00	4,810E-01	
8,276E+00	2,362E-01	
8,282E+00	2,381E-01	
8,289E+00	4,075E-01	
8,295E+00	2,879E-01	
8,301E+00	4,449E-01	
8,307E+00	2,346E-01	
8,313E+00	3,547E-01	
8,319E+00	4,031E-01	
8,325E+00	2,380E-01	
8,331E+00	2,895E-01	
8,337E+00	2,494E-01	
8,344E+00	3,011E-01	
8,350E+00	1,816E-01	
8,356E+00	4,095E-01	
8,362E+00	6,128E-01	
8,368E+00	2,148E-01	
8,374E+00	4,900E-01	
8,380E+00	5,278E-01	
8,386E+00	2,722E-01	
8,392E+00	9,459E-02	
8,398E+00	3,075E-01	
8,405E+00	2,670E-01	
8,411E+00	2,052E-01	
8,417E+00	3,035E-01	
8,423E+00	4,348E-01	
8,429E+00	1,523E-01	
8,435E+00	4,756E-01	
8,441E+00	2,703E-01	
8,447E+00	3,858E-01	
8,453E+00	2,479E-01	
8,459E+00	6,477E-01	
8,466E+00	5,435E-01	
8,472E+00	1,158E-01	
8,478E+00	2,821E-01	
8,484E+00	1,675E-01	
8,490E+00	2,361E-01	
8,496E+00	2,258E-01	
8,502E+00	1,784E-01	
8,508E+00	3,068E-01	
8,514E+00	1,868E-01	
8,521E+00	5,572E-01	
8,527E+00	4,978E-01	
8,533E+00	1,341E-01	
8,539E+00	2,452E-01	
8,545E+00	4,372E-01	
8,551E+00	6,088E-01	
8,557E+00	8,969E-02	
8,563E+00	5,137E-01	
8,569E+00	2,011E-01	
8,575E+00	3,391E-01	
8,582E+00	4,466E-02	
8,588E+00	3,763E-01	
8,594E+00	2,562E-01	
8,600E+00	5,965E-01	
8,606E+00	3,630E-01	
8,612E+00	2,073E-01	
8,618E+00	1,376E-01	
8,624E+00	2,022E-01	
8,630E+00	4,318E-01	
8,636E+00	1,580E-01	
8,643E+00	3,898E-01	
8,649E+00	3,618E-01	
8,655E+00	4,041E-01	
8,661E+00	2,817E-01	
8,667E+00	2,816E-01	
8,673E+00	2,483E-01	
8,679E+00	1,500E-01	
8,685E+00	3,583E-01	
8,691E+00	4,658E-01	
8,698E+00	2,446E-01	
8,704E+00	2,345E-01	
8,710E+00	5,133E-01	
8,716E+00	5,100E-01	
8,722E+00	5,038E-01	
8,728E+00	1,825E-01	
8,734E+00	4,890E-01	
8,740E+00	2,286E-01	
8,746E+00	2,833E-01	
8,752E+00	2,981E-01	
8,759E+00	4,369E-01	
8,765E+00	1,894E-01	
8,771E+00	3,933E-01	
8,777E+00	2,413E-01	
8,783E+00	2,308E-01	
8,789E+00	5,320E-01	
8,795E+00	5,154E-01	
8,801E+00	2,112E-01	
8,807E+00	2,356E-01	
8,813E+00	6,519E-01	
8,820E+00	4,727E-01	
8,826E+00	4,646E-01	
8,832E+00	2,665E-01	
8,838E+00	4,681E-01	
8,844E+00	3,333E-01	
8,850E+00	5,675E-01	
8,856E+00	3,874E-01	
8,862E+00	3,640E-01	
8,868E+00	9,443E-02	
8,875E+00	6,621E-01	
8,881E+00	5,535E-01	
8,887E+00	2,275E-01	
8,893E+00	4,266E-01	
8,899E+00	4,503E-01	
8,905E+00	4,674E-01	
8,911E+00	4,412E-01	
8,917E+00	1,039E-01	
8,923E+00	3,840E-01	
8,929E+00	4,788E-01	
8,936E+00	2,325E-01	
8,942E+00	5,276E-01	
8,948E+00	3,243E-01	
8,954E+00	3,785E-01	
8,960E+00	1,345E-01	
8,966E+00	4,718E-01	
8,972E+00	4,702E-01	
8,978E+00	3,841E-01	
8,984E+00	3,227E-01	
8,990E+00	3,318E-01	
8,997E+00	5,460E-01	
9,003E+00	5,352E-01	
9,009E+00	5,570E-01	
9,015E+00	2,098E-01	
9,021E+00	5,930E-01	
9,027E+00	4,995E-01	
9,033E+00	5,715E-01	
9,039E+00	1,898E-01	
9,045E+00	3,900E-01	
9,052E+00	4,268E-01	
9,058E+00	3,001E-01	
9,064E+00	7,485E-01	
9,070E+00	3,682E-01	
9,076E+00	3,270E-01	
9,082E+00	3,741E-01	
9,088E+00	4,503E-01	
9,094E+00	2,211E-01	
9,100E+00	3,862E-01	
9,106E+00	5,461E-01	
9,113E+00	4,302E-01	
9,119E+00	3,825E-01	
9,125E+00	5,438E-01	
9,131E+00	3,483E-01	
9,137E+00	4,815E-01	
9,143E+00	3,877E-01	
9,149E+00	2,420E-01	
9,155E+00	5,188E-01	
9,161E+00	3,700E-01	
9,167E+00	3,127E-01	
9,174E+00	2,189E-01	
9,180E+00	3,845E-01	
9,186E+00	3,212E-01	
9,192E+00	4,614E-01	
9,198E+00	2,314E-01	
9,204E+00	4,686E-01	
9,210E+00	5,359E-01	
9,216E+00	3,060E-01	
9,222E+00	2,765E-01	
9,229E+00	2,792E-01	
9,235E+00	3,680E-01	
9,241E+00	3,971E-01	
9,247E+00	2,989E-01	
9,253E+00	4,646E-01	
9,259E+00	6,152E-01	
9,265E+00	1,542E-01	
9,271E+00	2,477E-01	
9,277E+00	7,013E-01	
9,283E+00	3,624E-01	
9,290E+00	3,771E-01	
9,296E+00	1,883E-01	
9,302E+00	7,204E-01	
9,308E+00	2,765E-01	
9,314E+00	1,588E-01	
9,320E+00	3,892E-01	
9,326E+00	2,170E-01	
9,332E+00	3,879E-01	
9,338E+00	5,173E-01	
9,344E+00	4,537E-01	
9,351E+00	1,692E-01	
9,357E+00	3,864E-01	
9,363E+00	5,597E-01	
9,369E+00	4,233E-01	
9,375E+00	1,275E-01	
9,381E+00	3,065E-01	
9,387E+00	4,754E-01	
9,393E+00	1,465E-01	
9,399E+00	4,292E-01	
9,406E+00	5,517E-01	
9,412E+00	3,616E-01	
9,418E+00	2,299E-01	
9,424E+00	4,890E-01	
9,430E+00	4,110E-01	
9,436E+00	1,809E-01	
9,442E+00	2,384E-01	
9,448E+00	3,167E-01	
9,454E+00	1,214E-01	
9,460E+00	2,407E-01	
9,467E+00	5,850E-01	
9,473E+00	2,505E-01	
9,479E+00	4,009E-01	
9,485E+00	3,601E-01	
9,491E+00	5,397E-01	
9,497E+00	2,338E-01	
9,503E+00	2,394E-01	
9,509E+00	4,078E-01	
9,515E+00	2,297E-01	
9,521E+00	1,316E-01	
9,528E+00	5,156E-01	
9,534E+00	4,395E-01	
9,540E+00	1,101E-01	
9,546E+00	2,709E-01	
9,552E+00	7,723E-02	
9,558E+00	2,332E-01	
9,564E+00	4,583E-01	
9,570E+00	4,787E-01	
9,576E+00	1,811E-01	
9,583E+00	2,389E-01	
9,589E+00	4,783E-01	
9,595E+00	5,953E-01	
9,601E+00	3,269E-01	
9,607E+00	1,570E-01	
9,613E+00	3,135E-01	
9,619E+00	1,250E-01	
9,625E+00	3,535E-01	
9,631E+00	3,933E-01	
9,637E+00	4,499E-01	
9,644E+00	8,152E-02	
9,650E+00	4,186E-01	
9,656E+00	2,567E-01	
9,662E+00	3,445E-01	
9,668E+00	3,144E-01	
9,674E+00	1,015E-01	
9,680E+00	2,290E-01	
9,686E+00	2,423E-01	
9,692E+00	4,178E-01	
9,698E+00	2,224E-01	
9,705E+00	1,378E-01	
9,711E+00	1,804E-01	
9,717E+00	3,483E-01	
9,723E+00	2,794E-01	
9,729E+00	2,947E-01	
9,735E+00	4,434E-01	
9,741E+00	4,683E-01	
9,747E+00	1,511E-01	
9,753E+00	3,732E-01	
9,760E+00	3,912E-01	
9,766E+00	1,590E-01	
9,772E+00	1,905E-01	
9,778E+00	1,186E-01	
9,784E+00	1,984E-01	
9,790E+00	1,857E-01	
9,796E+00	4,210E-01	
9,802E+00	4,668E-01	
9,808E+00	3,701E-01	
9,814E+00	5,752E-01	
9,821E+00	2,712E-01	
9,827E+00	2,961E-01	
9,833E+00	2,364E-01	
9,839E+00	2,633E-01	
9,845E+00	2,217E-01	
9,851E+00	2,657E-01	
9,857E+00	1,176E-01	
9,863E+00	3,875E-01	
9,869E+00	1,467E-01	
9,875E+00	2,444E-01	
9,882E+00	1,590E-01	
9,888E+00	3,954E-01	
9,894E+00	3,443E-01	
9,900E+00	5,505E-02	
9,906E+00	3,914E-01	
9,912E+00	3,335E-01	
9,918E+00	1,328E-01	
9,924E+00	1,935E-01	
9,930E+00	7,278E-02	
9,937E+00	1,139E-01	
9,943E+00	4,414E-01	
9,949E+00	1,840E-01	
9,955E+00	4,870E-01	
9,961E+00	5,845E-01	
9,967E+00	2,295E-01	
9,973E+00	2,807E-01	
9,979E+00	2,140E-01	
9,985E+00	2,679E-01	
9,991E+00	3,875E-01	
9,998E+00	2,334E-01	
1,000E+01	1,285E-01	
1,001E+01	2,585E-01	
1,002E+01	2,921E-01	
1,002E+01	1,798E-01	
1,003E+01	3,111E-01	
1,003E+01	2,684E-01	
1,004E+01	1,284E-01	
1,005E+01	4,016E-01	
1,005E+01	1,185E-01	
1,006E+01	1,941E-01	
1,006E+01	5,112E-01	
1,007E+01	4,290E-01	
1,008E+01	1,714E-01	
1,008E+01	1,236E-01	
1,009E+01	3,937E-01	
1,010E+01	2,548E-01	
1,010E+01	2,457E-01	
1,011E+01	2,187E-01	
1,011E+01	1,437E-01	
1,012E+01	3,203E-01	
1,013E+01	1,183E-01	
1,013E+01	3,712E-01	
1,014E+01	2,301E-01	
1,014E+01	4,520E-02	
1,015E+01	3,063E-01	
1,016E+01	3,486E-01	
1,016E+01	3,422E-01	
1,017E+01	6,902E-02	
1,017E+01	1,975E-01	
1,018E+01	1,826E-01	
1,019E+01	2,081E-01	
1,019E+01	3,135E-01	
1,020E+01	3,122E-01	
1,021E+01	2,471E-01	
1,021E+01	1,420E-01	
1,022E+01	3,070E-01	
1,022E+01	3,310E-01	
1,023E+01	5,364E-02	
1,024E+01	2,766E-01	
1,024E+01	7,689E-02	
1,025E+01	3,378E-01	
1,025E+01	3,766E-01	
1,026E+01	5,099E-01	
1,027E+01	3,399E-01	
1,027E+01	3,469E-01	
1,028E+01	2,620E-01	
1,028E+01	9,779E-02	
1,029E+01	2,811E-01	
1,030E+01	2,120E-01	
1,030E+01	3,568E-01	
1,031E+01	2,365E-01	
1,031E+01	1,926E-01	
1,032E+01	1,407E-01	
1,033E+01	1,608E-01	
1,033E+01	3,625E-02	
1,034E+01	4,581E-01	
1,035E+01	5,099E-01	
1,035E+01	7,312E-02	
1,036E+01	5,052E-02	
1,036E+01	4,224E-01	
1,037E+01	3,088E-01	
1,038E+01	4,045E-02	
1,038E+01	3,656E-01	
1,039E+01	2,469E-01	
1,039E+01	3,715E-01	
1,040E+01	9,591E-02	
1,041E+01	4,629E-01	
1,041E+01	2,673E-01	
1,042E+01	7,897E-02	
1,042E+01	4,429E-01	
1,043E+01	3,456E-01	
1,044E+01	3,462E-01	
1,044E+01	2,858E-01	
1,045E+01	4,223E-01	
1,046E+01	2,316E-01	
1,046E+01	2,086E-01	
1,047E+01	1,624E-01	
1,047E+01	2,921E-01	
1,048E+01	1,557E-01	
1,049E+01	4,818E-01	
1,049E+01	2,246E-01	
1,050E+01	2,408E-01	
1,050E+01	2,877E-01	
1,051E+01	4,802E-01	
1,052E+01	2,888E-01	
1,052E+01	1,675E-01	
1,053E+01	1,480E-01	
1,053E+01	3,673E-01	
1,054E+01	3,723E-02	
1,055E+01	2,368E-01	
1,055E+01	4,142E-01	
1,056E+01	2,171E-01	
1,057E+01	4,728E-01	
1,057E+01	5,436E-01	
1,058E+01	1,498E-01	
1,058E+01	3,235E-01	
1,059E+01	2,929E-01	
1,060E+01	1,716E-01	
1,060E+01	3,583E-01	
1,061E+01	1,270E-01	
1,061E+01	2,905E-01	
1,062E+01	2,504E-01	
1,063E+01	4,215E-01	
1,063E+01	1,581E-01	
1,064E+01	1,780E-01	
1,064E+01	2,911E-01	
1,065E+01	4,550E-01	
1,066E+01	6,005E-01	
1,066E+01	1,834E-01	
1,067E+01	3,026E-01	
1,068E+01	1,841E-01	
1,068E+01	4,518E-01	
1,069E+01	2,320E-01	
1,069E+01	5,708E-01	
1,070E+01	6,381E-01	
1,071E+01	1,995E-01	
1,071E+01	1,732E-01	
1,072E+01	2,845E-01	
1,072E+01	5,383E-01	
1,073E+01	1,859E-01	
1,074E+01	3,346E-01	
1,074E+01	3,699E-01	
1,075E+01	2,707E-01	
1,075E+01	3,605E-01	
1,076E+01	4,467E-01	
1,077E+01	3,165E-01	
1,077E+01	1,043E-01	
1,078E+01	4,833E-01	
1,078E+01	4,557E-01	
1,079E+01	3,597E-01	
1,080E+01	3,053E-01	
1,080E+01	3,331E-01	
1,081E+01	3,187E-01	
1,082E+01	2,410E-01	
1,082E+01	2,342E-01	
1,083E+01	1,818E-01	
1,083E+01	1,570E-01	
1,084E+01	4,262E-01	
1,085E+01	6,227E-01	
1,085E+01	1,282E-01	
1,086E+01	2,695E-01	
1,086E+01	3,716E-01	
1,087E+01	5,152E-01	
1,088E+01	2,949E-01	
1,088E+01	2,058E-01	
1,089E+01	3,900E-01	
1,089E+01	1,305E-01	
1,090E+01	4,141E-01	
1,091E+01	4,446E-01	
1,091E+01	2,205E-01	
1,092E+01	4,003E-01	
1,093E+01	1,722E-01	
1,093E+01	3,002E-01	
1,094E+01	2,764E-01	
1,094E+01	3,214E-01	
1,095E+01	5,384E-01	
