[front_panel]
mode=T2 - R2
output=5 dB
gain=10 dB
probe1=2 MHz
probe2=no probe

[measure]
selection=1
samplerate=1
begin=0
end=100
sound speed=2730
units=0

[ascan]
fft filter=0
fft middle=2
fft width=2
fft gate=5
cepstrum filter=0
cepstrum middle=0
cepstrum width=20
cepstrum gate=20

Frequency [MHz]	FFT	
1,658E+01	2,423E-01	
1,658E+01	1,502E-01	
1,659E+01	1,252E-01	
1,660E+01	1,573E-01	
1,660E+01	7,841E-02	
1,661E+01	8,960E-02	
1,661E+01	2,013E-01	
1,662E+01	1,835E-01	
1,663E+01	1,333E-01	
1,663E+01	8,625E-02	
1,664E+01	2,597E-01	
1,664E+01	2,178E-01	
1,665E+01	8,969E-02	
1,666E+01	2,060E-01	
1,666E+01	1,162E-01	
1,667E+01	2,055E-01	
1,667E+01	1,165E-01	
1,668E+01	2,080E-01	
1,669E+01	1,070E-01	
1,669E+01	1,888E-01	
1,670E+01	1,386E-01	
1,671E+01	2,243E-01	
1,671E+01	7,359E-02	
1,672E+01	1,905E-01	
1,672E+01	1,502E-01	
1,673E+01	6,332E-02	
1,674E+01	1,197E-01	
1,674E+01	3,157E-01	
1,675E+01	9,569E-02	
1,675E+01	2,506E-01	
1,676E+01	1,549E-01	
1,677E+01	1,787E-01	
1,677E+01	1,452E-01	
1,678E+01	2,164E-01	
1,678E+01	1,559E-01	
1,679E+01	6,449E-02	
1,680E+01	1,337E-01	
1,680E+01	1,596E-01	
1,681E+01	2,870E-01	
1,682E+01	2,296E-01	
1,682E+01	1,803E-01	
1,683E+01	1,773E-01	
1,683E+01	1,054E-01	
1,684E+01	1,551E-01	
1,685E+01	1,388E-01	
1,685E+01	3,126E-01	
1,686E+01	3,317E-02	
1,686E+01	2,627E-01	
1,687E+01	2,146E-01	
1,688E+01	3,255E-01	
1,688E+01	9,946E-02	
1,689E+01	8,155E-02	
1,689E+01	1,926E-01	
1,690E+01	3,971E-02	
1,691E+01	7,830E-02	
1,691E+01	2,172E-01	
1,692E+01	1,941E-01	
1,693E+01	2,238E-01	
1,693E+01	9,489E-02	
1,694E+01	1,628E-01	
1,694E+01	1,291E-01	
1,695E+01	8,163E-02	
1,696E+01	3,053E-01	
1,696E+01	1,889E-01	
1,697E+01	1,893E-01	
1,697E+01	2,252E-01	
1,698E+01	1,504E-01	
1,699E+01	4,683E-02	
1,699E+01	1,926E-01	
1,700E+01	6,663E-02	
1,700E+01	1,900E-01	
1,701E+01	7,587E-02	
1,702E+01	1,781E-01	
1,702E+01	9,220E-02	
1,703E+01	3,307E-02	
1,703E+01	2,068E-01	
1,704E+01	2,055E-01	
1,705E+01	1,041E-01	
1,705E+01	1,892E-01	
1,706E+01	1,741E-01	
1,707E+01	2,299E-01	
1,707E+01	1,902E-02	
1,708E+01	1,957E-01	
1,708E+01	1,139E-01	
1,709E+01	1,255E-01	
1,710E+01	1,577E-01	
1,710E+01	1,306E-01	
1,711E+01	1,293E-01	
1,711E+01	5,512E-02	
1,712E+01	1,541E-01	
1,713E+01	1,742E-01	
1,713E+01	9,352E-02	
1,714E+01	1,260E-01	
1,714E+01	2,672E-01	
1,715E+01	5,576E-02	
1,716E+01	1,985E-01	
1,716E+01	2,739E-01	
1,717E+01	1,399E-01	
1,718E+01	1,082E-01	
1,718E+01	9,733E-02	
1,719E+01	4,315E-02	
1,719E+01	1,498E-01	
1,720E+01	1,793E-01	
1,721E+01	2,340E-01	
1,721E+01	7,535E-02	
1,722E+01	2,765E-02	
1,722E+01	1,666E-01	
1,723E+01	1,411E-01	
1,724E+01	7,311E-02	
1,724E+01	1,887E-01	
1,725E+01	9,899E-02	
1,725E+01	2,593E-01	
1,726E+01	1,159E-01	
1,727E+01	2,418E-01	
1,727E+01	1,233E-01	
1,728E+01	5,620E-02	
1,729E+01	1,028E-01	
1,729E+01	1,602E-01	
1,730E+01	1,424E-01	
1,730E+01	1,687E-01	
1,731E+01	2,004E-01	
1,732E+01	1,685E-01	
1,732E+01	1,912E-01	
1,733E+01	9,298E-02	
1,733E+01	1,819E-01	
1,734E+01	1,541E-01	
1,735E+01	1,367E-01	
1,735E+01	1,362E-01	
1,736E+01	2,174E-01	
1,736E+01	1,186E-01	
1,737E+01	1,418E-01	
1,738E+01	2,485E-01	
1,738E+01	1,156E-01	
1,739E+01	1,358E-01	
1,740E+01	1,401E-01	
1,740E+01	4,839E-02	
1,741E+01	1,090E-01	
1,741E+01	6,883E-02	
1,742E+01	1,485E-01	
1,743E+01	6,407E-02	
1,743E+01	1,138E-01	
1,744E+01	2,013E-01	
1,744E+01	1,702E-01	
1,745E+01	4,144E-02	
1,746E+01	1,153E-01	
1,746E+01	9,323E-02	
1,747E+01	6,078E-02	
1,747E+01	1,884E-01	
1,748E+01	1,675E-01	
1,749E+01	6,997E-02	
1,749E+01	1,151E-01	
1,750E+01	1,969E-01	
1,750E+01	1,110E-01	
1,751E+01	7,179E-02	
1,752E+01	1,917E-01	
1,752E+01	1,210E-01	
1,753E+01	6,303E-02	
1,754E+01	6,375E-02	
1,754E+01	1,092E-01	
1,755E+01	1,346E-01	
1,755E+01	8,946E-02	
1,756E+01	1,602E-01	
1,757E+01	1,777E-01	
1,757E+01	9,893E-02	
1,758E+01	1,719E-01	
1,758E+01	8,410E-02	
1,759E+01	9,128E-02	
1,760E+01	3,850E-02	
1,760E+01	1,888E-01	
1,761E+01	2,970E-01	
1,761E+01	9,433E-02	
1,762E+01	1,757E-01	
1,763E+01	1,629E-01	
1,763E+01	4,455E-02	
1,764E+01	1,477E-01	
1,765E+01	1,707E-01	
1,765E+01	1,162E-01	
1,766E+01	8,235E-02	
1,766E+01	6,242E-02	
1,767E+01	1,179E-01	
1,768E+01	3,413E-02	
1,768E+01	3,459E-02	
1,769E+01	1,403E-01	
1,769E+01	5,321E-02	
1,770E+01	2,097E-01	
1,771E+01	1,440E-01	
1,771E+01	1,435E-01	
1,772E+01	6,549E-02	
1,772E+01	3,637E-02	
1,773E+01	9,254E-02	
1,774E+01	1,749E-02	
1,774E+01	1,587E-01	
1,775E+01	1,318E-01	
1,776E+01	2,080E-01	
1,776E+01	4,101E-02	
1,777E+01	1,832E-01	
1,777E+01	1,347E-01	
1,778E+01	2,510E-01	
1,779E+01	1,775E-01	
1,779E+01	1,553E-01	
1,780E+01	5,632E-02	
1,780E+01	9,237E-02	
1,781E+01	1,128E-01	
1,782E+01	6,334E-02	
1,782E+01	8,933E-02	
1,783E+01	1,058E-01	
1,783E+01	1,179E-01	
1,784E+01	1,065E-01	
1,785E+01	4,771E-02	
1,785E+01	2,812E-02	
1,786E+01	7,451E-02	
1,786E+01	1,494E-02	
1,787E+01	9,017E-02	
1,788E+01	6,906E-02	
1,788E+01	1,136E-01	
1,789E+01	9,779E-02	
1,790E+01	1,401E-01	
1,790E+01	1,683E-01	
1,791E+01	2,934E-02	
1,791E+01	9,451E-02	
1,792E+01	1,372E-01	
1,793E+01	5,772E-02	
1,793E+01	6,422E-02	
1,794E+01	1,539E-01	
1,794E+01	1,509E-01	
1,795E+01	1,121E-01	
1,796E+01	6,435E-02	
1,796E+01	1,075E-01	
1,797E+01	6,127E-02	
1,797E+01	6,120E-02	
1,798E+01	1,653E-01	
1,799E+01	4,542E-02	
1,799E+01	1,397E-01	
1,800E+01	2,301E-01	
1,801E+01	1,550E-01	
1,801E+01	7,768E-02	
1,802E+01	1,786E-01	
1,802E+01	1,520E-01	
1,803E+01	2,501E-02	
1,804E+01	2,501E-02	
1,804E+01	1,697E-01	
1,805E+01	1,056E-01	
1,805E+01	3,165E-02	
1,806E+01	8,489E-02	
1,807E+01	6,017E-02	
1,807E+01	6,495E-02	
1,808E+01	1,124E-01	
1,808E+01	6,737E-02	
1,809E+01	7,489E-02	
1,810E+01	5,822E-02	
1,810E+01	1,194E-01	
1,811E+01	8,983E-02	
1,812E+01	5,719E-02	
1,812E+01	7,814E-02	
1,813E+01	1,216E-01	
1,813E+01	4,343E-02	
1,814E+01	9,608E-02	
1,815E+01	1,316E-02	
1,815E+01	1,002E-01	
1,816E+01	3,217E-02	
1,816E+01	1,981E-02	
1,817E+01	1,399E-01	
1,818E+01	1,607E-01	
1,818E+01	8,066E-02	
1,819E+01	4,188E-02	
1,819E+01	2,375E-02	
1,820E+01	1,694E-01	
1,821E+01	1,836E-01	
1,821E+01	9,510E-02	
1,822E+01	4,258E-02	
1,823E+01	9,831E-02	
1,823E+01	6,799E-02	
1,824E+01	3,136E-02	
1,824E+01	7,810E-02	
1,825E+01	1,732E-01	
1,826E+01	1,153E-01	
1,826E+01	1,171E-01	
1,827E+01	9,573E-02	
1,827E+01	1,283E-01	
1,828E+01	4,907E-02	
1,829E+01	2,762E-02	
1,829E+01	7,578E-02	
1,830E+01	3,708E-02	
1,830E+01	3,597E-02	
1,831E+01	1,160E-01	
1,832E+01	7,104E-02	
1,832E+01	4,661E-02	
1,833E+01	7,524E-02	
1,833E+01	1,892E-01	
1,834E+01	9,852E-02	
1,835E+01	7,991E-02	
1,835E+01	1,232E-01	
1,836E+01	1,308E-01	
1,837E+01	6,677E-02	
1,837E+01	6,753E-02	
1,838E+01	8,533E-02	
1,838E+01	7,849E-02	
1,839E+01	1,059E-01	
1,840E+01	1,367E-01	
1,840E+01	4,721E-02	
1,841E+01	7,344E-03	
1,841E+01	1,284E-01	
1,842E+01	1,355E-01	
1,843E+01	3,916E-02	
1,843E+01	6,057E-02	
1,844E+01	1,463E-01	
1,844E+01	6,255E-02	
1,845E+01	6,230E-02	
1,846E+01	1,112E-01	
1,846E+01	4,051E-02	
1,847E+01	6,824E-02	
1,848E+01	3,666E-02	
1,848E+01	2,377E-02	
1,849E+01	4,941E-02	
1,849E+01	1,530E-01	
1,850E+01	1,463E-01	
1,851E+01	6,641E-02	
1,851E+01	5,656E-02	
1,852E+01	1,619E-01	
1,852E+01	1,237E-01	
1,853E+01	2,159E-02	
1,854E+01	5,741E-02	
1,854E+01	7,557E-02	
1,855E+01	8,199E-02	
1,855E+01	6,659E-02	
1,856E+01	1,311E-01	
1,857E+01	8,940E-02	
1,857E+01	2,637E-02	
1,858E+01	7,159E-02	
1,859E+01	4,948E-02	
1,859E+01	1,321E-01	
1,860E+01	5,828E-02	
1,860E+01	1,681E-01	
1,861E+01	6,325E-02	
1,862E+01	8,317E-02	
1,862E+01	1,601E-01	
1,863E+01	1,385E-01	
1,863E+01	9,389E-02	
1,864E+01	1,037E-01	
1,865E+01	1,725E-02	
1,865E+01	9,627E-02	
1,866E+01	1,146E-01	
1,866E+01	1,305E-01	
1,867E+01	8,461E-02	
1,868E+01	6,781E-02	
1,868E+01	7,944E-02	
1,869E+01	1,394E-01	
1,870E+01	1,525E-01	
1,870E+01	1,150E-01	
1,871E+01	4,573E-02	
1,871E+01	1,109E-01	
1,872E+01	6,121E-02	
1,873E+01	1,132E-01	
1,873E+01	1,438E-01	
1,874E+01	1,105E-01	
1,874E+01	8,457E-02	
1,875E+01	2,701E-02	
1,876E+01	1,202E-01	
1,876E+01	5,278E-02	
1,877E+01	2,391E-02	
1,877E+01	1,142E-01	
1,878E+01	8,035E-02	
1,879E+01	4,919E-02	
1,879E+01	5,266E-02	
1,880E+01	2,333E-02	
1,880E+01	3,957E-02	
1,881E+01	4,907E-02	
1,882E+01	2,790E-02	
1,882E+01	5,094E-02	
1,883E+01	3,442E-02	
1,884E+01	9,757E-02	
1,884E+01	7,534E-02	
1,885E+01	5,831E-02	
1,885E+01	1,476E-01	
1,886E+01	1,074E-01	
1,887E+01	8,820E-02	
1,887E+01	6,884E-02	
1,888E+01	6,315E-02	
1,888E+01	8,061E-02	
1,889E+01	9,617E-02	
1,890E+01	1,160E-01	
1,890E+01	6,974E-02	
1,891E+01	7,290E-02	
1,891E+01	1,313E-01	
1,892E+01	2,171E-01	
1,893E+01	1,012E-01	
1,893E+01	5,756E-02	
1,894E+01	6,434E-02	
1,895E+01	7,492E-02	
1,895E+01	2,226E-02	
1,896E+01	3,321E-02	
1,896E+01	5,861E-02	
1,897E+01	7,635E-02	
1,898E+01	7,634E-02	
1,898E+01	1,079E-01	
1,899E+01	3,959E-02	
1,899E+01	7,267E-02	
1,900E+01	9,167E-02	
1,901E+01	4,913E-02	
1,901E+01	2,700E-02	
1,902E+01	8,774E-02	
1,902E+01	1,459E-01	
1,903E+01	8,161E-02	
1,904E+01	2,878E-02	
1,904E+01	3,878E-02	
1,905E+01	6,545E-02	
1,906E+01	3,951E-02	
1,906E+01	1,164E-01	
1,907E+01	7,042E-02	
1,907E+01	4,936E-02	
1,908E+01	3,133E-02	
1,909E+01	3,176E-02	
1,909E+01	7,068E-02	
1,910E+01	9,059E-02	
1,910E+01	7,694E-02	
1,911E+01	6,395E-02	
1,912E+01	5,693E-02	
1,912E+01	4,709E-02	
1,913E+01	8,197E-02	
1,913E+01	8,141E-02	
1,914E+01	7,366E-02	
1,915E+01	4,926E-02	
1,915E+01	1,136E-01	
1,916E+01	9,571E-02	
1,917E+01	5,339E-02	
1,917E+01	6,190E-02	
1,918E+01	7,274E-02	
1,918E+01	1,393E-01	
1,919E+01	1,162E-01	
1,920E+01	1,167E-02	
1,920E+01	4,450E-02	
1,921E+01	1,069E-02	
1,921E+01	4,200E-02	
1,922E+01	7,173E-02	
1,923E+01	3,682E-02	
1,923E+01	4,375E-02	
1,924E+01	8,515E-02	
1,924E+01	6,472E-02	
1,925E+01	6,609E-02	
1,926E+01	1,508E-03	
1,926E+01	9,182E-03	
1,927E+01	6,512E-02	
1,927E+01	4,763E-02	
1,928E+01	8,390E-02	
1,929E+01	2,079E-02	
1,929E+01	9,569E-02	
1,930E+01	8,218E-02	
1,931E+01	4,471E-02	
1,931E+01	5,489E-02	
1,932E+01	4,527E-02	
1,932E+01	2,480E-02	
1,933E+01	6,848E-02	
1,934E+01	5,977E-02	
1,934E+01	1,806E-02	
1,935E+01	3,535E-02	
1,935E+01	6,367E-02	
1,936E+01	8,174E-02	
1,937E+01	4,006E-02	
1,937E+01	8,766E-03	
1,938E+01	6,857E-02	
1,938E+01	6,578E-02	
1,939E+01	3,958E-02	
1,940E+01	3,031E-02	
1,940E+01	7,356E-02	
1,941E+01	5,747E-02	
1,942E+01	6,997E-02	
1,942E+01	4,078E-02	
1,943E+01	1,171E-01	
1,943E+01	8,546E-02	
1,944E+01	3,407E-02	
1,945E+01	3,684E-02	
1,945E+01	1,062E-01	
1,946E+01	5,855E-02	
1,946E+01	9,474E-02	
1,947E+01	5,106E-02	
1,948E+01	5,163E-02	
1,948E+01	2,159E-02	
1,949E+01	1,278E-02	
1,949E+01	8,799E-02	
1,950E+01	9,961E-02	
1,951E+01	3,559E-02	
1,951E+01	4,132E-02	
1,952E+01	3,818E-02	
1,953E+01	3,503E-02	
1,953E+01	4,860E-02	
1,954E+01	8,486E-02	
1,954E+01	7,430E-02	
1,955E+01	7,618E-02	
1,956E+01	1,522E-01	
1,956E+01	2,629E-02	
1,957E+01	7,544E-02	
1,957E+01	1,067E-02	
1,958E+01	3,907E-02	
1,959E+01	4,400E-02	
1,959E+01	6,045E-02	
1,960E+01	2,167E-02	
1,960E+01	7,954E-02	
1,961E+01	9,592E-02	
1,962E+01	8,213E-02	
1,962E+01	2,450E-02	
1,963E+01	9,756E-02	
1,964E+01	1,571E-02	
1,964E+01	9,252E-02	
1,965E+01	9,020E-02	
1,965E+01	5,593E-02	
1,966E+01	6,400E-02	
1,967E+01	6,492E-02	
1,967E+01	3,230E-02	
1,968E+01	4,843E-02	
1,968E+01	4,834E-02	
1,969E+01	1,145E-01	
1,970E+01	1,934E-01	
1,970E+01	4,704E-02	
1,971E+01	1,032E-01	
1,971E+01	7,105E-03	
1,972E+01	1,378E-01	
1,973E+01	1,132E-01	
1,973E+01	6,406E-02	
1,974E+01	1,065E-01	
1,974E+01	9,004E-02	
1,975E+01	1,252E-01	
1,976E+01	1,103E-01	
1,976E+01	3,347E-02	
1,977E+01	1,396E-02	
1,978E+01	7,229E-02	
1,978E+01	8,315E-02	
1,979E+01	5,986E-02	
1,979E+01	9,637E-02	
1,980E+01	6,439E-02	
1,981E+01	3,308E-02	
1,981E+01	8,339E-02	
1,982E+01	4,400E-02	
1,982E+01	3,084E-02	
1,983E+01	3,388E-02	
1,984E+01	9,001E-02	
1,984E+01	2,720E-02	
1,985E+01	8,606E-02	
1,985E+01	5,726E-02	
1,986E+01	3,748E-02	
1,987E+01	1,930E-02	
1,987E+01	9,575E-03	
1,988E+01	4,166E-02	
1,989E+01	1,017E-01	
1,989E+01	1,086E-01	
1,990E+01	4,599E-02	
1,990E+01	6,253E-02	
1,991E+01	7,290E-02	
1,992E+01	6,754E-02	
1,992E+01	1,793E-01	
1,993E+01	8,184E-02	
1,993E+01	2,983E-02	
1,994E+01	5,234E-02	
1,995E+01	5,765E-02	
1,995E+01	7,127E-02	
1,996E+01	7,558E-02	
1,996E+01	9,260E-02	
1,997E+01	4,794E-02	
1,998E+01	5,511E-02	
1,998E+01	3,878E-02	
1,999E+01	5,710E-02	
2,000E+01	7,428E-02	
2,000E+01	8,879E-02	
2,001E+01	1,510E-01	
2,001E+01	1,767E-01	
2,002E+01	1,229E-01	
2,003E+01	6,516E-02	
2,003E+01	6,022E-02	
2,004E+01	6,106E-02	
2,004E+01	8,163E-02	
2,005E+01	1,123E-01	
2,006E+01	1,286E-01	
2,006E+01	3,286E-02	
2,007E+01	1,265E-01	
2,007E+01	8,752E-02	
2,008E+01	8,162E-02	
2,009E+01	1,077E-01	
2,009E+01	1,295E-01	
2,010E+01	3,366E-02	
2,010E+01	7,728E-03	
2,011E+01	3,967E-02	
2,012E+01	3,576E-02	
2,012E+01	8,382E-02	
2,013E+01	4,333E-02	
2,014E+01	7,395E-02	
2,014E+01	3,587E-02	
2,015E+01	9,192E-02	
2,015E+01	5,622E-02	
2,016E+01	6,761E-02	
2,017E+01	6,826E-02	
2,017E+01	1,312E-02	
2,018E+01	3,302E-02	
2,018E+01	1,560E-01	
2,019E+01	1,942E-01	
2,020E+01	6,339E-02	
2,020E+01	2,426E-02	
2,021E+01	4,980E-02	
2,021E+01	2,981E-02	
2,022E+01	4,476E-02	
2,023E+01	2,627E-02	
2,023E+01	4,183E-02	
2,024E+01	8,766E-02	
2,025E+01	6,685E-02	
2,025E+01	1,669E-01	
2,026E+01	8,331E-02	
2,026E+01	4,242E-02	
2,027E+01	1,809E-02	
2,028E+01	6,141E-02	
2,028E+01	1,601E-02	
2,029E+01	3,664E-02	
2,029E+01	6,795E-02	
2,030E+01	5,794E-02	
2,031E+01	1,107E-01	
2,031E+01	6,577E-02	
2,032E+01	6,573E-02	
2,032E+01	2,480E-02	
2,033E+01	8,963E-02	
2,034E+01	1,198E-01	
2,034E+01	7,041E-02	
2,035E+01	8,478E-02	
2,036E+01	1,055E-01	
2,036E+01	1,143E-01	
2,037E+01	8,095E-02	
2,037E+01	3,569E-02	
2,038E+01	3,695E-02	
2,039E+01	5,117E-02	
2,039E+01	7,776E-02	
2,040E+01	1,476E-01	
2,040E+01	1,217E-01	
2,041E+01	6,166E-02	
2,042E+01	4,934E-02	
2,042E+01	4,763E-02	
2,043E+01	2,727E-02	
2,043E+01	4,979E-02	
2,044E+01	9,582E-02	
2,045E+01	7,714E-02	
2,045E+01	1,856E-02	
2,046E+01	9,930E-02	
2,047E+01	1,079E-01	
2,047E+01	4,041E-02	
2,048E+01	2,397E-02	
2,048E+01	3,670E-02	
2,049E+01	3,598E-02	
2,050E+01	5,352E-02	
2,050E+01	1,135E-01	
2,051E+01	1,215E-01	
2,051E+01	1,200E-02	
2,052E+01	1,815E-02	
2,053E+01	8,246E-02	
2,053E+01	4,852E-02	
2,054E+01	2,519E-02	
2,054E+01	6,672E-02	
2,055E+01	1,301E-01	
2,056E+01	6,054E-02	
2,056E+01	2,215E-02	
2,057E+01	6,515E-02	
2,057E+01	9,116E-02	
2,058E+01	8,923E-02	
2,059E+01	8,993E-02	
2,059E+01	9,053E-02	
2,060E+01	6,856E-02	
2,061E+01	6,723E-02	
2,061E+01	9,924E-02	
2,062E+01	5,293E-02	
2,062E+01	7,431E-02	
2,063E+01	8,218E-02	
2,064E+01	9,163E-02	
2,064E+01	5,000E-02	
2,065E+01	1,318E-01	
2,065E+01	4,746E-02	
2,066E+01	1,133E-01	
2,067E+01	1,864E-02	
2,067E+01	5,069E-02	
2,068E+01	6,295E-02	
2,068E+01	4,735E-02	
2,069E+01	7,770E-02	
2,070E+01	7,613E-02	
2,070E+01	5,613E-02	
2,071E+01	1,072E-01	
2,072E+01	8,021E-02	
2,072E+01	3,706E-02	
2,073E+01	4,052E-02	
2,073E+01	1,767E-02	
2,074E+01	1,273E-01	
2,075E+01	7,240E-02	
2,075E+01	7,802E-02	
2,076E+01	8,544E-02	
2,076E+01	3,390E-02	
2,077E+01	8,454E-02	
2,078E+01	4,365E-02	
2,078E+01	1,186E-01	
2,079E+01	6,613E-02	
2,079E+01	1,230E-01	
2,080E+01	1,031E-01	
2,081E+01	9,524E-02	
2,081E+01	3,899E-02	
2,082E+01	1,132E-01	
2,083E+01	1,084E-01	
2,083E+01	2,498E-02	
2,084E+01	5,344E-02	
2,084E+01	8,557E-02	
2,085E+01	4,259E-02	
2,086E+01	7,535E-02	
2,086E+01	1,290E-01	
2,087E+01	9,104E-02	
2,087E+01	2,521E-02	
2,088E+01	5,382E-02	
2,089E+01	1,600E-01	
2,089E+01	7,100E-02	
2,090E+01	8,399E-02	
2,090E+01	1,320E-01	
2,091E+01	9,036E-02	
2,092E+01	5,222E-02	
2,092E+01	1,441E-01	
2,093E+01	1,334E-01	
2,094E+01	4,881E-02	
2,094E+01	7,154E-02	
2,095E+01	1,786E-01	
2,095E+01	1,487E-01	
2,096E+01	2,832E-02	
2,097E+01	4,057E-02	
2,097E+01	8,402E-02	
2,098E+01	2,138E-02	
2,098E+01	1,049E-01	
2,099E+01	1,243E-01	
2,100E+01	6,390E-02	
2,100E+01	1,440E-02	
2,101E+01	7,177E-02	
2,101E+01	8,088E-02	
2,102E+01	2,876E-02	
2,103E+01	7,945E-02	
2,103E+01	2,033E-01	
2,104E+01	1,808E-01	
2,104E+01	1,317E-01	
2,105E+01	1,108E-01	
2,106E+01	1,144E-01	
2,106E+01	9,378E-02	
2,107E+01	3,158E-02	
2,108E+01	4,795E-02	
2,108E+01	7,500E-02	
2,109E+01	3,967E-02	
2,109E+01	1,114E-01	
2,110E+01	5,319E-02	
2,111E+01	4,133E-02	
2,111E+01	9,821E-02	
2,112E+01	8,871E-02	
2,112E+01	8,445E-02	
2,113E+01	1,457E-02	
2,114E+01	8,910E-02	
2,114E+01	1,341E-01	
2,115E+01	1,423E-01	
2,115E+01	1,367E-01	
2,116E+01	5,728E-02	
2,117E+01	5,138E-02	
2,117E+01	6,792E-02	
2,118E+01	6,444E-02	
2,119E+01	7,510E-02	
2,119E+01	1,635E-02	
2,120E+01	1,110E-01	
2,120E+01	1,125E-01	
2,121E+01	1,106E-01	
2,122E+01	6,584E-02	
2,122E+01	5,012E-02	
2,123E+01	5,017E-02	
2,123E+01	4,375E-02	
2,124E+01	8,360E-02	
2,125E+01	7,024E-02	
2,125E+01	3,382E-02	
2,126E+01	4,291E-02	
2,126E+01	5,275E-02	
2,127E+01	4,530E-02	
2,128E+01	6,855E-02	
2,128E+01	9,966E-02	
2,129E+01	6,999E-02	
2,130E+01	4,863E-02	
2,130E+01	3,804E-02	
2,131E+01	8,429E-02	
2,131E+01	3,472E-02	
2,132E+01	9,767E-02	
2,133E+01	4,804E-02	
2,133E+01	3,716E-02	
2,134E+01	7,723E-02	
2,134E+01	1,363E-02	
2,135E+01	7,994E-02	
2,136E+01	1,239E-02	
2,136E+01	4,388E-02	
2,137E+01	5,408E-02	
2,137E+01	6,691E-02	
2,138E+01	1,075E-01	
2,139E+01	8,633E-02	
2,139E+01	1,181E-01	
2,140E+01	5,979E-02	
2,141E+01	2,346E-02	
2,141E+01	1,051E-02	
2,142E+01	2,018E-02	
2,142E+01	7,469E-02	
2,143E+01	1,068E-01	
2,144E+01	3,905E-02	
2,144E+01	3,698E-02	
2,145E+01	6,633E-02	
2,145E+01	1,044E-01	
2,146E+01	3,631E-02	
2,147E+01	8,802E-03	
2,147E+01	5,816E-02	
2,148E+01	8,520E-02	
2,148E+01	7,284E-02	
2,149E+01	6,457E-02	
2,150E+01	8,079E-02	
2,150E+01	1,039E-01	
2,151E+01	2,283E-02	
2,151E+01	4,429E-03	
2,152E+01	6,947E-02	
2,153E+01	3,234E-02	
2,153E+01	4,482E-02	
2,154E+01	1,921E-02	
2,155E+01	7,253E-02	
2,155E+01	4,026E-02	
2,156E+01	6,650E-02	
2,156E+01	1,042E-01	
2,157E+01	8,079E-02	
2,158E+01	8,827E-02	
2,158E+01	8,406E-02	
2,159E+01	4,267E-02	
2,159E+01	7,391E-02	
2,160E+01	3,879E-02	
2,161E+01	6,921E-02	
2,161E+01	8,923E-02	
2,162E+01	8,585E-02	
2,162E+01	8,670E-02	
2,163E+01	5,381E-02	
2,164E+01	5,308E-02	
2,164E+01	9,580E-02	
2,165E+01	9,025E-02	
2,166E+01	5,288E-02	
2,166E+01	3,312E-02	
2,167E+01	6,375E-02	
2,167E+01	1,964E-02	
2,168E+01	6,995E-02	
2,169E+01	1,146E-01	
2,169E+01	2,447E-02	
2,170E+01	6,158E-02	
2,170E+01	6,903E-02	
2,171E+01	7,390E-02	
2,172E+01	4,330E-02	
2,172E+01	1,414E-02	
2,173E+01	7,823E-02	
2,173E+01	5,540E-02	
2,174E+01	8,775E-02	
2,175E+01	8,280E-02	
2,175E+01	5,980E-02	
2,176E+01	4,684E-02	
2,177E+01	6,201E-02	
2,177E+01	9,144E-02	
2,178E+01	7,835E-02	
2,178E+01	1,275E-01	
2,179E+01	1,354E-01	
2,180E+01	5,985E-02	
2,180E+01	6,333E-02	
2,181E+01	8,980E-02	
2,181E+01	2,121E-03	
2,182E+01	3,392E-02	
2,183E+01	3,577E-02	
2,183E+01	2,357E-02	
2,184E+01	3,973E-02	
2,184E+01	7,969E-02	
2,185E+01	8,332E-02	
2,186E+01	1,912E-02	
2,186E+01	4,844E-02	
2,187E+01	7,900E-02	
2,188E+01	1,111E-01	
2,188E+01	6,076E-02	
2,189E+01	6,334E-02	
2,189E+01	8,873E-02	
2,190E+01	2,750E-02	
2,191E+01	3,088E-02	
2,191E+01	1,488E-01	
2,192E+01	1,234E-01	
2,192E+01	5,868E-03	
2,193E+01	5,112E-02	
2,194E+01	1,257E-01	
2,194E+01	2,596E-02	
2,195E+01	9,419E-02	
2,195E+01	1,049E-01	
2,196E+01	8,726E-02	
2,197E+01	2,877E-02	
2,197E+01	9,045E-02	
2,198E+01	7,108E-02	
2,198E+01	1,566E-02	
2,199E+01	5,685E-02	
2,200E+01	9,813E-02	
2,200E+01	4,159E-02	
2,201E+01	3,606E-02	
2,202E+01	9,319E-02	
2,202E+01	4,190E-02	
2,203E+01	1,233E-01	
2,203E+01	9,741E-02	
2,204E+01	8,688E-02	
2,205E+01	5,858E-02	
2,205E+01	5,268E-02	
2,206E+01	5,465E-02	
2,206E+01	1,971E-02	
2,207E+01	5,017E-02	
2,208E+01	9,524E-02	
2,208E+01	1,191E-01	
2,209E+01	1,511E-02	
2,209E+01	2,041E-02	
2,210E+01	6,586E-02	
2,211E+01	7,172E-02	
2,211E+01	6,503E-02	
2,212E+01	1,171E-01	
2,213E+01	4,698E-02	
2,213E+01	6,102E-02	
2,214E+01	6,151E-02	
2,214E+01	8,074E-02	
2,215E+01	1,209E-02	
2,216E+01	4,028E-02	
2,216E+01	4,630E-02	
2,217E+01	2,798E-02	
2,217E+01	8,406E-02	
2,218E+01	1,956E-02	
2,219E+01	8,380E-02	
2,219E+01	5,343E-02	
